Writing Traktor file to /Users/myanguyen/CHIRP-Radio-Application/chirpradio-machine/output.nml
         248018365 function calls (246574689 primitive calls) in 123.865 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        9    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        5    0.000    0.000    0.000    0.000 _util.py:171(convert_error)
        1    0.000    0.000    0.000    0.000 _specs.py:727(ChannelSpec)
        1    0.000    0.000    0.000    0.000 _frames.py:1290(PCNT)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 _specs.py:451(EncodedTextSpec)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 similarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 xmlreader.py:189(InputSource)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.kqueue' objects}
        1    0.000    0.000    0.000    0.000 database.py:230(_AddTransaction)
        1    0.000    0.000    0.000    0.000 _file.py:361(_Info)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:2392(ftpwrapper)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 request.py:426(OpenerDirector)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 nml_writer.py:53(NMLWriter)
        1    0.000    0.000    0.000    0.000 client.py:1399(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 selectors.py:507(KqueueSelector)
        1    0.000    0.000    0.000    0.000 _frames.py:1736(SEEK)
        1    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 _frames.py:1315(PCST)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 _specs.py:173(PictureTypeSpec)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 _tags.py:11(PaddingInfo)
        1    0.000    0.000    0.000    0.000 _specs.py:246(EncodingSpec)
        5    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 _specs.py:104(Spec)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 request.py:908(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 _specs.py:581(ID3FramesSpec)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 _util.py:531(DictProxy)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 parse.py:821(Quoter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2222(IPv6Network)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _specs.py:156(ByteSpec)
        1    0.000    0.000    0.000    0.000 mp3_header.py:48(MP3Header)
        1    0.000    0.000    0.000    0.000 handler.py:345(LexicalHandler)
        1    0.000    0.000    0.000    0.000 client.py:1482(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        5    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 _specs.py:407(BinaryDataSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:492(MultiSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:711(TimeStampSpec)
        1    0.000    0.000    0.000    0.000 parse.py:224(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPHandler)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _specs.py:312(RVASpec)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 printing.py:13(__init__)
        1    0.000    0.000    0.000    0.000 _specs.py:273(StringSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:395(FrameIDSpec)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tags.py:76(Tags)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _specs.py:618(Latin1TextListSpec)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 parse.py:194(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 client.py:1508(BadStatusLine)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _frames.py:536(UrlFrameU)
        1    0.000    0.000    0.000    0.000 _specs.py:189(CTOCFlagsSpec)
        1    0.000    0.000    0.000    0.000 _util.py:344(XingHeaderFlags)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 _file.py:189(StreamInfo)
        1    0.000    0.000    0.000    0.000 _specs.py:562(Latin1TextSpec)
        1    0.000    0.000    0.000    0.000 __init__.py:36(BitrateMode)
        1    0.000    0.000    0.000    0.000 request.py:1244(ProxyDigestAuthHandler)
        2    0.000    0.000    0.000    0.000 codecs.py:387(reset)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 _file.py:23(ID3v1SaveOptions)
        1    0.000    0.000    0.000    0.000 _specs.py:213(SizedIntegerSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:229(Encoding)
        1    0.000    0.000    0.000    0.000 request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 analyzer.py:17(InvalidFileError)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 _specs.py:732(VolumeAdjustmentSpec)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 parse.py:140(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 request.py:791(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 _util.py:19(ID3SaveConfig)
        1    0.000    0.000    0.000    0.000 easyid3.py:546(EasyID3FileType)
        1    0.000    0.000    0.000    0.000 parse.py:148(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResult)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 client.py:1496(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 _frames.py:830(TSOC)
        1    0.000    0.000    0.000    0.000 _frames.py:842(TSRC)
        1    0.000    0.000    0.000    0.000 _frames.py:880(WCOM)
        1    0.000    0.000    0.000    0.000 _specs.py:90(CTOCFlags)
        1    0.000    0.000    0.000    0.000 _specs.py:202(IntegerSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:753(VolumePeakSpec)
        1    0.000    0.000    0.000    0.000 _util.py:340(XingHeaderError)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 request.py:1061(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 client.py:1471(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        2    0.000    0.000    0.000    0.000 codecs.py:716(__iter__)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 _util.py:289(MutagenError)
        1    0.000    0.000    0.000    0.000 request.py:1416(UnknownHandler)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _util.py:129(BitPaddedInt)
        1    0.000    0.000    0.000    0.000 _frames.py:626(TCOP)
        1    0.000    0.000    0.000    0.000 _frames.py:826(TSOA)
        1    0.000    0.000    0.000    0.000 _frames.py:838(TSOT)
        1    0.000    0.000    0.000    0.000 _frames.py:1829(TPA)
        1    0.000    0.000    0.000    0.000 _specs.py:558(EncodedNumericPartTextSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:787(SynchronizedTextSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:820(KeyEventSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:835(VolumeAdjustmentsSpec)
        1    0.000    0.000    0.000    0.000 _specs.py:857(ASPIIndexSpec)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 __init__.py:24(error)
        1    0.000    0.000    0.000    0.000 _util.py:21(LAMEError)
        1    0.000    0.000    0.000    0.000 _util.py:453(VBRIHeaderError)
        1    0.000    0.000    0.000    0.000 easyid3.py:26(EasyID3KeyError)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:356(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:361(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 request.py:898(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1641(DataHandler)
        1    0.000    0.000    0.000    0.000 client.py:1515(LineTooLong)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 __init__.py:88(_DummySpecForPicard)
        2    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 _frames.py:547(TBPM)
        1    0.000    0.000    0.000    0.000 _frames.py:666(MVI)
        1    0.000    0.000    0.000    0.000 _frames.py:798(TPUB)
        1    0.000    0.000    0.000    0.000 _frames.py:822(TSO2)
        1    0.000    0.000    0.000    0.000 _frames.py:854(TYER)
        1    0.000    0.000    0.000    0.000 _frames.py:962(TMCL)
        1    0.000    0.000    0.000    0.000 _frames.py:1777(UFI)
        1    0.000    0.000    0.000    0.000 _frames.py:1825(TAL)
        1    0.000    0.000    0.000    0.000 _frames.py:1853(TRD)
        1    0.000    0.000    0.000    0.000 _frames.py:1857(TMT)
        1    0.000    0.000    0.000    0.000 _frames.py:2085(CRA)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 parse.py:348(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 client.py:1468(InvalidURL)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:160(ID3BadUnsynchData)
        1    0.000    0.000    0.000    0.000 _frames.py:634(TDAT)
        1    0.000    0.000    0.000    0.000 _frames.py:674(GP1)
        1    0.000    0.000    0.000    0.000 _frames.py:738(TLEN)
        1    0.000    0.000    0.000    0.000 _frames.py:770(TOWN)
        1    0.000    0.000    0.000    0.000 _frames.py:802(TRCK)
        1    0.000    0.000    0.000    0.000 _frames.py:814(TRSO)
        1    0.000    0.000    0.000    0.000 _frames.py:818(TSIZ)
        1    0.000    0.000    0.000    0.000 _frames.py:834(TSOP)
        1    0.000    0.000    0.000    0.000 _frames.py:958(TIPL)
        1    0.000    0.000    0.000    0.000 _frames.py:1785(TT2)
        1    0.000    0.000    0.000    0.000 _frames.py:1801(TP3)
        1    0.000    0.000    0.000    0.000 _frames.py:1813(TXT)
        1    0.000    0.000    0.000    0.000 _frames.py:1817(TLA)
        1    0.000    0.000    0.000    0.000 _frames.py:1869(TCP)
        1    0.000    0.000    0.000    0.000 _frames.py:1937(TOL)
        2    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResult)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 client.py:1465(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1520(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 _util.py:27(error)
        1    0.000    0.000    0.000    0.000 _util.py:31(ID3NoHeaderError)
        1    0.000    0.000    0.000    0.000 _util.py:35(ID3UnsupportedVersionError)
        1    0.000    0.000    0.000    0.000 _util.py:43(ID3JunkFrameError)
        1    0.000    0.000    0.000    0.000 _util.py:164(ID3BadCompressedData)
        1    0.000    0.000    0.000    0.000 _frames.py:630(TCMP)
        1    0.000    0.000    0.000    0.000 _frames.py:646(TKWD)
        1    0.000    0.000    0.000    0.000 _frames.py:650(TCAT)
        1    0.000    0.000    0.000    0.000 _frames.py:654(MVNM)
        1    0.000    0.000    0.000    0.000 _frames.py:658(MVN)
        1    0.000    0.000    0.000    0.000 _frames.py:706(TFLT)
        1    0.000    0.000    0.000    0.000 _frames.py:718(TIT1)
        1    0.000    0.000    0.000    0.000 _frames.py:726(TIT3)
        1    0.000    0.000    0.000    0.000 _frames.py:742(TMED)
        1    0.000    0.000    0.000    0.000 _frames.py:754(TOFN)
        1    0.000    0.000    0.000    0.000 _frames.py:762(TOPE)
        1    0.000    0.000    0.000    0.000 _frames.py:786(TPE4)
        1    0.000    0.000    0.000    0.000 _frames.py:790(TPOS)
        1    0.000    0.000    0.000    0.000 _frames.py:794(TPRO)
        1    0.000    0.000    0.000    0.000 _frames.py:810(TRSN)
        1    0.000    0.000    0.000    0.000 _frames.py:884(WCOP)
        1    0.000    0.000    0.000    0.000 _frames.py:896(WOAR)
        1    0.000    0.000    0.000    0.000 _frames.py:900(WOAS)
        1    0.000    0.000    0.000    0.000 _frames.py:904(WORS)
        1    0.000    0.000    0.000    0.000 _frames.py:908(WPAY)
        1    0.000    0.000    0.000    0.000 _frames.py:986(MCDI)
        1    0.000    0.000    0.000    0.000 _frames.py:1781(TT1)
        1    0.000    0.000    0.000    0.000 _frames.py:1789(TT3)
        1    0.000    0.000    0.000    0.000 _frames.py:1793(TP1)
        1    0.000    0.000    0.000    0.000 _frames.py:1797(TP2)
        1    0.000    0.000    0.000    0.000 _frames.py:1805(TP4)
        1    0.000    0.000    0.000    0.000 _frames.py:1837(TRC)
        1    0.000    0.000    0.000    0.000 _frames.py:1845(TDA)
        1    0.000    0.000    0.000    0.000 _frames.py:1849(TIM)
        1    0.000    0.000    0.000    0.000 _frames.py:1865(TBP)
        1    0.000    0.000    0.000    0.000 _frames.py:1873(TCR)
        1    0.000    0.000    0.000    0.000 _frames.py:1877(TPB)
        1    0.000    0.000    0.000    0.000 _frames.py:1881(TEN)
        1    0.000    0.000    0.000    0.000 _frames.py:1897(TSP)
        1    0.000    0.000    0.000    0.000 _frames.py:1901(TSC)
        1    0.000    0.000    0.000    0.000 _frames.py:1933(TOA)
        1    0.000    0.000    0.000    0.000 _frames.py:1949(WAF)
        1    0.000    0.000    0.000    0.000 _frames.py:1953(WAR)
        1    0.000    0.000    0.000    0.000 _frames.py:2025(REV)
        1    0.000    0.000    0.000    0.000 _frames.py:2055(GEO)
        1    0.000    0.000    0.000    0.000 _frames.py:2059(CNT)
        1    0.000    0.000    0.000    0.000 _specs.py:554(EncodedNumericTextSpec)
        1    0.000    0.000    0.000    0.000 __init__.py:28(HeaderNotFoundError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 client.py:1460(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1476(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1479(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:32(HeaderWriteError)
        1    0.000    0.000    0.000    0.000 errors.py:51(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:57(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:60(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:71(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:74(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:77(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:80(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:116(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 order.py:17(BadOrderError)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _util.py:39(ID3EncryptionUnsupportedError)
        1    0.000    0.000    0.000    0.000 _frames.py:551(TCOM)
        1    0.000    0.000    0.000    0.000 _frames.py:638(TDEN)
        1    0.000    0.000    0.000    0.000 _frames.py:662(MVIN)
        1    0.000    0.000    0.000    0.000 _frames.py:670(GRP1)
        1    0.000    0.000    0.000    0.000 _frames.py:690(TDRL)
        1    0.000    0.000    0.000    0.000 _frames.py:698(TENC)
        1    0.000    0.000    0.000    0.000 _frames.py:758(TOLY)
        1    0.000    0.000    0.000    0.000 _frames.py:774(TPE1)
        1    0.000    0.000    0.000    0.000 _frames.py:778(TPE2)
        1    0.000    0.000    0.000    0.000 _frames.py:782(TPE3)
        1    0.000    0.000    0.000    0.000 _frames.py:806(TRDA)
        1    0.000    0.000    0.000    0.000 _frames.py:850(TSST)
        1    0.000    0.000    0.000    0.000 _frames.py:892(WOAF)
        1    0.000    0.000    0.000    0.000 _frames.py:912(WPUB)
        1    0.000    0.000    0.000    0.000 _frames.py:966(IPLS)
        1    0.000    0.000    0.000    0.000 _frames.py:1809(TCM)
        1    0.000    0.000    0.000    0.000 _frames.py:1821(TCO)
        1    0.000    0.000    0.000    0.000 _frames.py:1833(TRK)
        1    0.000    0.000    0.000    0.000 _frames.py:1841(TYE)
        1    0.000    0.000    0.000    0.000 _frames.py:1861(TFT)
        1    0.000    0.000    0.000    0.000 _frames.py:1905(TSS)
        1    0.000    0.000    0.000    0.000 _frames.py:1941(TOR)
        1    0.000    0.000    0.000    0.000 _frames.py:1957(WAS)
        1    0.000    0.000    0.000    0.000 _frames.py:1985(ETC)
        1    0.000    0.000    0.000    0.000 _frames.py:1989(MLL)
        1    0.000    0.000    0.000    0.000 _frames.py:2005(COM)
        1    0.000    0.000    0.000    0.000 _frames.py:2067(BUF)
        1    0.000    0.000    0.000    0.000 _specs.py:100(SpecError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:48(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:68(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _util.py:168(ID3TagError)
        1    0.000    0.000    0.000    0.000 _util.py:172(ID3Warning)
        1    0.000    0.000    0.000    0.000 _frames.py:543(TALB)
        1    0.000    0.000    0.000    0.000 _frames.py:642(TDES)
        1    0.000    0.000    0.000    0.000 _frames.py:678(TDOR)
        1    0.000    0.000    0.000    0.000 _frames.py:686(TDRC)
        1    0.000    0.000    0.000    0.000 _frames.py:694(TDTG)
        1    0.000    0.000    0.000    0.000 _frames.py:702(TEXT)
        1    0.000    0.000    0.000    0.000 _frames.py:710(TGID)
        1    0.000    0.000    0.000    0.000 _frames.py:722(TIT2)
        1    0.000    0.000    0.000    0.000 _frames.py:734(TLAN)
        1    0.000    0.000    0.000    0.000 _frames.py:746(TMOO)
        1    0.000    0.000    0.000    0.000 _frames.py:750(TOAL)
        1    0.000    0.000    0.000    0.000 _frames.py:766(TORY)
        1    0.000    0.000    0.000    0.000 _frames.py:846(TSSE)
        1    0.000    0.000    0.000    0.000 _frames.py:888(WFED)
        1    0.000    0.000    0.000    0.000 _frames.py:1885(TST)
        1    0.000    0.000    0.000    0.000 _frames.py:1889(TSA)
